ID,gender,pastPurchases,ageGroup,jobIndustry,wealthSegment,ownsCar,tenure,state,propertyValuation,totalSpent
337,Female,60-69,40-49,Argiculture,High Net Worth,Yes,12-15,VIC,10,3388.82
338,Female,30-39,60+,Health,Mass Customer,No,16-19,VIC,12,2343.71
339,Female,50-59,40-49,Health,Mass Customer,No,12-15,NSW,8,4327.24
340,Male,30-39,40-49,Argiculture,Mass Customer,Yes,16-19,NSW,10,2781.36
341,Male,10-19,40-49,Financial Services,Mass Customer,No,04-07,NSW,8,955.08
342,Male,40-49,30-39,Health,High Net Worth,No,00-03,NSW,10,667.15
343,Female,70-79,60+,Property,Affluent Customer,No,12-15,NSW,11,3914.16
344,Female,90-99,40-49,,High Net Worth,Yes,04-07,NSW,9,6509.07
345,Female,70-79,30-39,Health,High Net Worth,Yes,16-19,NSW,9,3971.46
346,Male,60-69,30-39,Financial Services,Mass Customer,No,00-03,NSW,10,5141.3
347,Male,50-59,50-59,Financial Services,Mass Customer,No,08-11,NSW,9,8326.37
348,Male,20-29,40-49,Retail,Mass Customer,Yes,08-11,NSW,10,2071.99
349,Female,30-39,30-39,Manufacturing,High Net Worth,No,04-07,VIC,11,1669.26
350,Female,40-49,40-49,Health,Mass Customer,Yes,08-11,VIC,9,1008.71
351,Male,60-69,18-29,Health,Mass Customer,Yes,00-03,VIC,10,1438.62
352,Male,10-19,40-49,Retail,Mass Customer,No,04-07,QLD,6,4404.4
353,Female,0-9,40-49,,Mass Customer,No,00-03,VIC,9,6792.83
354,Female,80-89,40-49,Property,Mass Customer,No,08-11,NSW,5,3101.72
355,Female,90-99,40-49,Retail,Mass Customer,Yes,00-03,NSW,8,2662.75
356,Female,10-19,40-49,Entertainment,High Net Worth,No,04-07,QLD,3,2358.0
357,Female,20-29,50-59,,Affluent Customer,No,16-19,VIC,9,4455.49
358,Female,50-59,30-39,,Mass Customer,No,16-19,NSW,9,1405.99
359,Female,0-9,60+,Manufacturing,Affluent Customer,Yes,04-07,NSW,4,2921.76
360,Female,60-69,60+,Property,Mass Customer,Yes,16-19,NSW,7,5070.23
361,Female,50-59,18-29,Health,Mass Customer,Yes,00-03,NSW,11,3428.15
362,Female,40-49,40-49,Financial Services,High Net Worth,Yes,16-19,NSW,7,1473.04
363,Female,80-89,30-39,Retail,Mass Customer,Yes,04-07,NSW,12,9458.17
364,Female,90-99,40-49,Financial Services,Affluent Customer,No,08-11,QLD,9,3329.97
365,Female,90-99,40-49,Property,High Net Worth,No,12-15,QLD,5,4724.04
366,Female,0-9,60+,Entertainment,High Net Worth,No,16-19,NSW,10,2692.7
367,Female,90-99,30-39,Manufacturing,Mass Customer,Yes,12-15,NSW,12,3634.45
368,Female,30-39,30-39,Financial Services,High Net Worth,No,04-07,QLD,6,3939.73
369,Male,10-19,18-29,Financial Services,Mass Customer,Yes,08-11,VIC,10,3931.77
370,Male,90-99,18-29,Telecommunications,Affluent Customer,Yes,00-03,QLD,4,3290.26
371,Male,0-9,60+,Financial Services,Mass Customer,No,04-07,VIC,4,5004.52
372,Female,10-19,30-39,Property,Affluent Customer,Yes,04-07,VIC,8,2598.13
373,Female,90-99,18-29,Health,High Net Worth,Yes,00-03,VIC,9,1103.43
374,Male,80-89,18-29,Financial Services,Mass Customer,Yes,08-11,VIC,10,5271.75
375,Male,10-19,40-49,Manufacturing,Mass Customer,Yes,04-07,NSW,9,488.0
376,Female,60-69,50-59,Financial Services,Mass Customer,Yes,16-19,VIC,7,368.17
377,Male,60-69,18-29,Argiculture,Mass Customer,No,00-03,NSW,5,4276.97
378,Female,90-99,40-49,Retail,Mass Customer,No,16-19,NSW,9,3236.32
379,Male,0-9,40-49,Manufacturing,High Net Worth,Yes,04-07,VIC,7,640.93
380,Female,60-69,60+,Property,Mass Customer,No,16-19,QLD,1,6196.16
381,Female,90-99,18-29,,Affluent Customer,No,00-03,NSW,12,4534.24
382,Male,60-69,30-39,Health,Mass Customer,Yes,04-07,NSW,5,1657.45
383,Male,30-39,40-49,,Affluent Customer,No,12-15,QLD,8,987.49
384,Female,70-79,40-49,Financial Services,Affluent Customer,No,16-19,VIC,7,2917.59
385,Male,60-69,50-59,Health,High Net Worth,No,08-11,NSW,9,5220.52
386,Female,60-69,30-39,Argiculture,Mass Customer,No,04-07,NSW,8,2415.97
387,Male,30-39,40-49,Financial Services,Mass Customer,No,20-22,NSW,10,1825.59
388,Female,50-59,50-59,Financial Services,Mass Customer,Yes,08-11,VIC,8,1834.03
389,Female,90-99,40-49,Entertainment,Affluent Customer,Yes,16-19,NSW,9,2123.26
390,Male,80-89,18-29,Health,Affluent Customer,No,00-03,NSW,10,1101.34
391,Male,80-89,50-59,Argiculture,Mass Customer,No,16-19,NSW,2,1315.06
392,Male,30-39,40-49,Property,Mass Customer,No,12-15,VIC,8,5025.31
393,Male,30-39,60+,Manufacturing,Mass Customer,Yes,08-11,NSW,10,866.58
394,Female,70-79,40-49,Health,High Net Worth,Yes,16-19,NSW,5,5445.46
395,Male,20-29,40-49,Retail,High Net Worth,Yes,08-11,VIC,7,4597.74
396,Female,90-99,50-59,Telecommunications,High Net Worth,Yes,16-19,NSW,11,4647.13
397,Female,80-89,30-39,Financial Services,Affluent Customer,Yes,04-07,QLD,7,2618.0
398,Female,20-29,50-59,Retail,Affluent Customer,No,08-11,VIC,12,938.5
399,Male,20-29,40-49,Manufacturing,Affluent Customer,Yes,16-19,QLD,3,4610.64
400,Female,80-89,50-59,Financial Services,Mass Customer,No,04-07,VIC,11,2688.92
401,Female,50-59,30-39,Retail,Mass Customer,No,12-15,NSW,5,3643.03
402,Male,0-9,40-49,Retail,Affluent Customer,No,20-22,NSW,1,4965.43
403,Female,40-49,40-49,,Mass Customer,Yes,16-19,VIC,3,3653.69
404,Male,90-99,18-29,Financial Services,Affluent Customer,Yes,04-07,NSW,4,4965.7
405,Female,10-19,40-49,Manufacturing,High Net Worth,Yes,12-15,NSW,8,3338.34
406,Female,50-59,30-39,Financial Services,High Net Worth,No,12-15,NSW,1,3486.14
407,Female,80-89,40-49,,High Net Worth,Yes,12-15,NSW,8,4096.06
408,Male,70-79,18-29,Financial Services,Affluent Customer,No,08-11,VIC,10,3082.28
409,Female,80-89,40-49,Health,Mass Customer,Yes,12-15,NSW,9,2267.84
410,Female,10-19,30-39,,Mass Customer,Yes,08-11,NSW,8,2177.93
411,Female,80-89,40-49,Financial Services,High Net Worth,No,12-15,NSW,8,2553.83
412,Female,60-69,60+,IT,High Net Worth,No,16-19,QLD,3,1055.03
413,Male,70-79,60+,,High Net Worth,Yes,16-19,NSW,9,2230.61
414,Male,10-19,40-49,Health,High Net Worth,No,08-11,NSW,8,2304.56
415,Female,20-29,60+,Financial Services,Affluent Customer,Yes,16-19,NSW,9,1490.77
416,Female,10-19,18-29,,Mass Customer,Yes,00-03,QLD,4,756.22
417,Female,30-39,40-49,Argiculture,Mass Customer,No,12-15,VIC,8,3807.64
418,Female,50-59,60+,,Mass Customer,No,04-07,NSW,1,3325.13
419,Female,30-39,30-39,Manufacturing,Affluent Customer,No,16-19,QLD,8,3747.97
420,Male,90-99,60+,Entertainment,High Net Worth,No,04-07,VIC,7,3652.17
421,Female,20-29,18-29,Retail,Mass Customer,Yes,00-03,NSW,3,3952.15
422,Male,70-79,18-29,Manufacturing,Affluent Customer,No,00-03,NSW,11,2390.84
423,Male,40-49,60+,,Mass Customer,No,08-11,QLD,2,1589.82
424,Male,70-79,40-49,Health,High Net Worth,No,08-11,VIC,11,4053.59
425,Female,60-69,60+,Retail,Mass Customer,Yes,20-22,NSW,3,5796.41
426,Female,10-19,40-49,Manufacturing,Affluent Customer,No,08-11,VIC,8,6933.15
427,Male,70-79,18-29,Entertainment,Mass Customer,Yes,00-03,NSW,11,2515.68
428,Female,0-9,40-49,Health,High Net Worth,Yes,12-15,NSW,10,3355.11
429,Female,0-9,40-49,IT,High Net Worth,Yes,20-22,NSW,3,2356.83
430,Female,40-49,40-49,Financial Services,High Net Worth,Yes,08-11,QLD,7,2753.58
431,Male,0-9,60+,Health,Affluent Customer,Yes,16-19,QLD,7,1215.34
432,Male,80-89,30-39,Manufacturing,Affluent Customer,Yes,08-11,NSW,10,5110.17
433,Male,90-99,50-59,Property,Affluent Customer,No,12-15,VIC,2,3244.19
434,Male,90-99,18-29,Financial Services,Mass Customer,Yes,16-19,NSW,10,1027.89
435,Male,0-9,18-29,Telecommunications,Mass Customer,No,00-03,NSW,12,4727.75
436,Male,70-79,60+,IT,Mass Customer,No,16-19,NSW,10,2124.71
437,Male,20-29,40-49,Manufacturing,Affluent Customer,Yes,16-19,VIC,7,3045.6
438,Male,20-29,30-39,Property,High Net Worth,Yes,12-15,VIC,4,7692.39
439,Female,20-29,40-49,,Affluent Customer,No,08-11,VIC,8,2750.24
440,Female,40-49,40-49,Telecommunications,Mass Customer,No,08-11,NSW,6,2481.19
441,Female,70-79,40-49,IT,Mass Customer,No,08-11,NSW,8,1750.76
442,Male,0-9,18-29,Financial Services,Mass Customer,No,00-03,QLD,6,2789.25
443,Female,20-29,40-49,Argiculture,High Net Worth,Yes,08-11,QLD,7,1578.95
444,Female,30-39,50-59,Manufacturing,Mass Customer,Yes,08-11,NSW,6,2528.06
445,Male,90-99,30-39,Financial Services,Mass Customer,No,04-07,VIC,5,8081.86
446,Female,70-79,40-49,IT,Affluent Customer,Yes,04-07,NSW,9,5363.3
447,Female,90-99,18-29,Argiculture,Mass Customer,Yes,00-03,NSW,10,2781.88
448,Female,30-39,18-29,IT,High Net Worth,No,00-03,NSW,10,1133.68
449,Female,70-79,40-49,Manufacturing,High Net Worth,Yes,04-07,NSW,7,3292.4
450,Female,0-9,40-49,Entertainment,Mass Customer,Yes,16-19,NSW,10,2440.73
452,Female,20-29,60+,Property,Mass Customer,Yes,04-07,VIC,8,1561.59
455,Male,90-99,18-29,Manufacturing,Mass Customer,Yes,04-07,NSW,10,1600.9
456,Male,40-49,40-49,Manufacturing,Affluent Customer,Yes,16-19,NSW,7,2183.1
457,Female,70-79,40-49,Financial Services,High Net Worth,Yes,16-19,NSW,9,3680.34
458,Male,50-59,50-59,Manufacturing,Affluent Customer,Yes,16-19,VIC,8,1247.24
459,Female,80-89,30-39,Manufacturing,Mass Customer,Yes,12-15,QLD,5,2402.4
460,Female,0-9,30-39,Manufacturing,Affluent Customer,Yes,16-19,VIC,2,2017.66
461,Female,10-19,40-49,Health,Mass Customer,Yes,12-15,NSW,10,5722.38
462,Female,30-39,60+,Manufacturing,Affluent Customer,Yes,04-07,NSW,6,3600.26
463,Female,0-9,50-59,Financial Services,Mass Customer,Yes,20-22,NSW,7,3501.72
464,Female,30-39,60+,,Mass Customer,Yes,08-11,VIC,11,2102.99
465,Female,50-59,40-49,Financial Services,Affluent Customer,Yes,12-15,NSW,5,3488.79
466,Male,80-89,18-29,Manufacturing,Affluent Customer,Yes,00-03,NSW,9,2813.66
467,Male,50-59,60+,Property,Affluent Customer,No,12-15,NSW,9,3850.32
468,Female,10-19,40-49,Property,High Net Worth,Yes,08-11,VIC,9,4063.59
469,Male,90-99,18-29,Financial Services,High Net Worth,Yes,00-03,NSW,12,4177.21
470,Male,20-29,18-29,Retail,Mass Customer,No,00-03,NSW,11,1890.57
471,Female,80-89,60+,Financial Services,Affluent Customer,No,12-15,VIC,8,2325.92
472,Female,30-39,30-39,Financial Services,Mass Customer,Yes,08-11,NSW,9,3309.79
473,Male,0-9,40-49,Health,Mass Customer,Yes,20-22,VIC,9,8364.66
474,Female,80-89,30-39,Entertainment,Affluent Customer,No,16-19,NSW,9,1520.73
475,Male,0-9,18-29,Manufacturing,Affluent Customer,No,00-03,VIC,10,2907.28
476,Male,60-69,30-39,,Mass Customer,No,12-15,QLD,8,1353.61
477,Female,30-39,60+,Financial Services,High Net Worth,Yes,12-15,NSW,9,3375.06
478,Female,60-69,50-59,,Affluent Customer,Yes,04-07,NSW,8,3320.21
479,Female,10-19,18-29,IT,Mass Customer,Yes,04-07,NSW,4,3335.2
481,Female,60-69,30-39,Argiculture,Mass Customer,No,08-11,NSW,9,1617.21
482,Male,30-39,50-59,Health,Mass Customer,No,20-22,NSW,9,5887.2
483,Male,30-39,40-49,Retail,Affluent Customer,No,08-11,VIC,9,2307.78
484,Male,60-69,40-49,Manufacturing,Mass Customer,No,20-22,NSW,9,1600.54
485,Female,20-29,40-49,Manufacturing,High Net Worth,No,20-22,NSW,3,2715.28
486,Female,0-9,60+,Manufacturing,Affluent Customer,Yes,12-15,VIC,7,4915.77
487,Female,70-79,40-49,Health,Mass Customer,No,08-11,VIC,9,687.51
488,Female,20-29,40-49,Property,Mass Customer,Yes,08-11,VIC,2,1043.64
489,Female,10-19,40-49,Retail,Mass Customer,Yes,04-07,VIC,4,2073.68
490,Female,40-49,18-29,Argiculture,Mass Customer,No,04-07,VIC,11,4593.01
491,Male,40-49,40-49,Property,Affluent Customer,Yes,16-19,VIC,10,2735.71
492,Male,50-59,40-49,Financial Services,Mass Customer,No,20-22,VIC,9,2707.9
493,Female,80-89,60+,Manufacturing,Mass Customer,Yes,04-07,QLD,10,151.94
494,Male,30-39,40-49,Manufacturing,Mass Customer,No,08-11,NSW,10,784.43
495,Male,90-99,60+,Financial Services,Mass Customer,Yes,04-07,VIC,9,4087.04
496,Female,20-29,40-49,Financial Services,Affluent Customer,Yes,08-11,NSW,9,1310.77
497,Female,90-99,40-49,Property,Mass Customer,Yes,08-11,VIC,9,1061.48
498,Female,50-59,40-49,Manufacturing,High Net Worth,Yes,08-11,NSW,3,4982.41
499,Male,30-39,50-59,Financial Services,Affluent Customer,No,16-19,VIC,7,4043.58
500,Male,10-19,18-29,Retail,Affluent Customer,Yes,08-11,VIC,7,3977.81
501,Female,90-99,40-49,,High Net Worth,No,16-19,VIC,8,1392.59
502,Female,30-39,40-49,Manufacturing,Mass Customer,No,16-19,QLD,3,2959.58
503,Male,80-89,30-39,Health,Affluent Customer,Yes,08-11,NSW,10,1280.64
504,Male,90-99,18-29,Manufacturing,High Net Worth,Yes,04-07,VIC,7,2714.76
505,Female,40-49,50-59,,High Net Worth,Yes,08-11,NSW,9,3369.47
506,Female,40-49,30-39,Retail,Mass Customer,No,20-22,VIC,10,6985.24
507,Female,90-99,40-49,Health,Mass Customer,No,04-07,NSW,8,4290.77
508,Female,90-99,40-49,Property,Mass Customer,Yes,08-11,NSW,9,3533.36
509,Male,60-69,40-49,Financial Services,Affluent Customer,Yes,20-22,QLD,6,4389.73
510,Female,60-69,18-29,,Mass Customer,No,00-03,NSW,8,1694.59
511,Female,90-99,30-39,Health,High Net Worth,No,08-11,NSW,3,1152.63
512,Male,70-79,60+,Financial Services,Mass Customer,No,04-07,VIC,8,1136.34
514,Male,0-9,18-29,Financial Services,Mass Customer,Yes,04-07,VIC,10,2144.29
515,Female,50-59,30-39,IT,High Net Worth,No,08-11,NSW,12,6986.24
516,Male,20-29,60+,Financial Services,Mass Customer,No,20-22,NSW,8,4722.21
517,Female,70-79,30-39,Property,Mass Customer,Yes,00-03,NSW,11,2632.16
518,Male,60-69,18-29,Retail,Mass Customer,Yes,08-11,QLD,8,938.25
519,Male,80-89,18-29,,Mass Customer,Yes,00-03,VIC,12,2326.39
520,Female,60-69,50-59,Financial Services,Affluent Customer,Yes,12-15,NSW,9,819.26
521,Female,20-29,40-49,Health,High Net Worth,No,16-19,NSW,8,624.9
522,Female,60-69,40-49,,Affluent Customer,Yes,16-19,QLD,9,1663.83
523,Female,40-49,40-49,Financial Services,Affluent Customer,Yes,16-19,NSW,10,2795.77
524,Female,10-19,50-59,Retail,Mass Customer,No,08-11,VIC,5,745.13
525,Male,60-69,40-49,Manufacturing,Mass Customer,Yes,08-11,VIC,2,3584.83
527,Female,80-89,30-39,Financial Services,Mass Customer,Yes,08-11,NSW,8,1694.76
528,Female,10-19,40-49,Health,Mass Customer,No,04-07,NSW,10,4150.06
529,Male,10-19,30-39,Retail,Affluent Customer,Yes,08-11,NSW,9,2339.14
530,Male,0-9,40-49,Manufacturing,Mass Customer,No,12-15,VIC,10,1751.35
531,Female,90-99,18-29,Financial Services,High Net Worth,No,00-03,NSW,7,1761.46
532,Female,20-29,50-59,Financial Services,Affluent Customer,No,16-19,QLD,5,3920.83
533,Male,40-49,30-39,Retail,Mass Customer,No,08-11,NSW,7,4107.65
534,Female,0-9,60+,,Mass Customer,No,12-15,NSW,11,4809.95
535,Female,60-69,18-29,,Affluent Customer,No,00-03,VIC,12,1261.57
536,Female,60-69,60+,Manufacturing,Affluent Customer,No,16-19,NSW,7,3662.3
537,Female,10-19,30-39,Entertainment,High Net Worth,No,04-07,NSW,10,825.73
538,Female,30-39,60+,Manufacturing,Mass Customer,Yes,04-07,QLD,7,5619.99
539,Male,50-59,40-49,Health,High Net Worth,No,12-15,VIC,9,1676.43
540,Female,80-89,18-29,Manufacturing,Mass Customer,No,00-03,NSW,9,1821.03
541,Female,20-29,50-59,Manufacturing,Affluent Customer,Yes,12-15,VIC,10,2755.28
542,Female,70-79,50-59,Manufacturing,Mass Customer,No,16-19,NSW,6,2098.52
543,Male,0-9,40-49,Retail,Affluent Customer,Yes,16-19,NSW,4,1924.15
544,Male,50-59,30-39,Manufacturing,High Net Worth,Yes,04-07,NSW,10,2246.42
545,Female,40-49,40-49,Health,Mass Customer,Yes,16-19,NSW,8,5665.79
546,Female,80-89,30-39,Health,Mass Customer,Yes,12-15,NSW,2,4449.53
547,Female,20-29,18-29,Health,Mass Customer,No,04-07,NSW,9,2901.19
549,Male,80-89,30-39,Retail,Mass Customer,Yes,00-03,NSW,1,2472.35
550,Female,10-19,40-49,Retail,Mass Customer,No,12-15,VIC,6,1437.72
551,Female,0-9,30-39,Financial Services,High Net Worth,No,08-11,VIC,7,2850.0
552,Male,60-69,40-49,Manufacturing,High Net Worth,Yes,20-22,NSW,9,1577.7
553,Female,60-69,40-49,Argiculture,Affluent Customer,Yes,04-07,NSW,7,2566.27
554,Female,30-39,60+,Health,Mass Customer,Yes,04-07,NSW,9,1670.67
555,Male,90-99,50-59,Property,Mass Customer,No,04-07,VIC,4,2226.23
556,Female,60-69,60+,,Mass Customer,No,08-11,NSW,8,3985.03
557,Female,60-69,50-59,Manufacturing,Affluent Customer,Yes,16-19,QLD,2,830.31
558,Female,90-99,40-49,,Mass Customer,No,08-11,VIC,7,3513.02
559,Female,30-39,30-39,Retail,High Net Worth,Yes,16-19,NSW,10,1824.48
560,Female,0-9,60+,Health,Affluent Customer,No,08-11,VIC,1,3583.46
561,Female,90-99,40-49,,Mass Customer,No,12-15,NSW,8,1612.19
562,Female,80-89,50-59,,Mass Customer,No,16-19,QLD,3,2125.01
563,Male,20-29,40-49,IT,Mass Customer,Yes,16-19,QLD,5,1931.13
564,Female,0-9,30-39,Retail,High Net Worth,No,04-07,NSW,9,2143.39
565,Male,30-39,60+,Manufacturing,Mass Customer,Yes,16-19,NSW,8,7079.07
566,Female,60-69,40-49,Financial Services,High Net Worth,Yes,08-11,NSW,12,2145.56
567,Male,70-79,50-59,Financial Services,Affluent Customer,No,16-19,NSW,11,439.57
568,Male,30-39,60+,Manufacturing,Mass Customer,No,12-15,QLD,8,1258.1
569,Male,30-39,40-49,IT,Mass Customer,No,08-11,NSW,2,6084.14
570,Male,10-19,40-49,Financial Services,Mass Customer,Yes,12-15,NSW,10,3446.07
571,Female,30-39,60+,Entertainment,Mass Customer,No,04-07,VIC,10,2284.98
572,Male,0-9,50-59,Health,High Net Worth,Yes,04-07,VIC,10,2600.44
573,Male,30-39,18-29,,Mass Customer,No,00-03,VIC,8,1618.83
574,Male,90-99,30-39,Financial Services,Mass Customer,No,20-22,NSW,12,2172.41
575,Male,60-69,60+,Financial Services,High Net Worth,Yes,08-11,NSW,11,714.24
576,Male,90-99,40-49,Retail,Mass Customer,Yes,04-07,NSW,10,4580.35
577,Female,40-49,60+,Property,Mass Customer,Yes,16-19,VIC,8,4242.34
578,Female,70-79,18-29,,High Net Worth,Yes,00-03,VIC,10,2754.81
579,Female,80-89,40-49,Health,Mass Customer,No,12-15,NSW,10,4204.6
580,Male,80-89,40-49,Financial Services,Mass Customer,Yes,12-15,NSW,7,2185.51
581,Female,30-39,50-59,Financial Services,Mass Customer,Yes,16-19,NSW,9,2223.55
583,Male,90-99,30-39,Health,Mass Customer,No,04-07,NSW,7,2258.19
584,Female,10-19,18-29,Manufacturing,Affluent Customer,Yes,16-19,NSW,10,1270.21
585,Female,60-69,40-49,Health,Mass Customer,Yes,08-11,QLD,4,2991.86
586,Female,60-69,18-29,Manufacturing,Mass Customer,No,04-07,NSW,9,2562.47
587,Male,40-49,50-59,Health,Mass Customer,Yes,16-19,VIC,8,3293.38
588,Male,10-19,50-59,Entertainment,Mass Customer,No,08-11,NSW,1,3603.85
589,Male,70-79,18-29,Financial Services,Mass Customer,Yes,00-03,NSW,11,1397.9
590,Female,80-89,30-39,Health,Mass Customer,Yes,08-11,NSW,11,5350.17
591,Male,10-19,40-49,Entertainment,Affluent Customer,No,16-19,NSW,11,484.96
592,Male,70-79,18-29,Manufacturing,Mass Customer,No,00-03,QLD,8,1071.53
593,Male,60-69,30-39,,Mass Customer,No,04-07,NSW,4,3493.8
594,Male,70-79,40-49,,Mass Customer,No,12-15,NSW,9,6630.72
595,Male,70-79,40-49,Financial Services,Mass Customer,No,20-22,QLD,4,2011.16
596,Female,0-9,50-59,Property,Affluent Customer,No,12-15,QLD,2,2244.15
597,Female,0-9,60+,Manufacturing,Mass Customer,No,04-07,VIC,7,1830.39
598,Male,20-29,50-59,Financial Services,High Net Worth,No,12-15,NSW,12,3535.56
600,Male,60-69,40-49,Argiculture,Mass Customer,Yes,08-11,NSW,8,1854.78
601,Male,50-59,18-29,Retail,High Net Worth,Yes,04-07,NSW,11,1423.44
602,Female,0-9,18-29,,High Net Worth,Yes,08-11,QLD,3,2568.76
603,Female,20-29,30-39,Financial Services,Affluent Customer,No,08-11,QLD,5,3148.1
604,Female,70-79,18-29,IT,Affluent Customer,No,00-03,NSW,8,4661.96
605,Male,10-19,40-49,Manufacturing,Mass Customer,Yes,04-07,NSW,8,2154.05
606,Female,60-69,30-39,Manufacturing,Mass Customer,Yes,00-03,NSW,8,2488.53
607,Female,50-59,40-49,Health,Mass Customer,No,12-15,NSW,11,6998.39
608,Female,50-59,40-49,Retail,High Net Worth,Yes,12-15,QLD,6,4050.11
609,Female,30-39,18-29,Health,Mass Customer,No,00-03,NSW,9,889.33
610,Male,40-49,60+,Financial Services,Mass Customer,Yes,12-15,NSW,6,3399.91
611,Male,50-59,30-39,Manufacturing,Mass Customer,Yes,16-19,QLD,8,3500.44
612,Male,50-59,50-59,Health,Mass Customer,No,12-15,NSW,11,706.56
613,Female,0-9,30-39,Property,High Net Worth,No,16-19,NSW,9,2098.59
614,Female,40-49,18-29,Manufacturing,Mass Customer,Yes,08-11,NSW,11,4528.27
615,Female,90-99,60+,Property,Mass Customer,No,16-19,QLD,9,3620.88
616,Female,30-39,18-29,Health,High Net Worth,No,04-07,NSW,4,1696.0
617,Female,80-89,60+,Property,Mass Customer,No,12-15,QLD,7,2313.43
618,Male,10-19,50-59,Manufacturing,Affluent Customer,Yes,16-19,VIC,7,1202.39
619,Male,30-39,40-49,Property,Mass Customer,No,20-22,NSW,9,1786.16
620,Female,50-59,40-49,Financial Services,Mass Customer,Yes,04-07,QLD,3,1981.3
621,Male,70-79,50-59,,High Net Worth,No,12-15,NSW,7,6126.81
622,Male,10-19,50-59,Financial Services,Mass Customer,No,16-19,QLD,3,1627.69
623,Male,50-59,30-39,Property,High Net Worth,No,04-07,QLD,3,1636.89
624,Male,40-49,40-49,Manufacturing,Mass Customer,Yes,12-15,NSW,8,3352.89
625,Female,30-39,40-49,Entertainment,High Net Worth,Yes,04-07,QLD,7,2326.08
626,Male,10-19,18-29,Manufacturing,Mass Customer,No,00-03,QLD,7,3437.37
627,Female,20-29,50-59,,High Net Worth,No,08-11,QLD,5,4597.27
628,Female,10-19,30-39,Financial Services,Mass Customer,No,12-15,QLD,4,1313.86
629,Male,20-29,60+,Manufacturing,High Net Worth,No,04-07,QLD,1,2245.43
630,Male,90-99,30-39,Property,Affluent Customer,Yes,16-19,NSW,10,3717.21
631,Female,30-39,50-59,Health,Affluent Customer,No,16-19,VIC,8,1767.39
632,Male,60-69,18-29,Health,Mass Customer,No,00-03,VIC,8,1726.61
633,Male,50-59,30-39,,High Net Worth,Yes,08-11,QLD,8,3328.45
634,Female,30-39,40-49,Manufacturing,Mass Customer,No,12-15,NSW,3,2853.18
635,Female,70-79,40-49,,Mass Customer,Yes,08-11,NSW,8,1220.61
636,Female,40-49,40-49,,Mass Customer,No,16-19,NSW,9,4418.9
637,Female,60-69,40-49,Health,High Net Worth,No,12-15,NSW,8,5402.47
638,Male,10-19,50-59,Manufacturing,High Net Worth,No,12-15,VIC,6,3507.13
639,Male,50-59,40-49,Manufacturing,Mass Customer,No,16-19,NSW,7,2516.35
640,Male,10-19,40-49,Entertainment,High Net Worth,Yes,08-11,NSW,9,4278.6
641,Male,80-89,40-49,Manufacturing,Affluent Customer,No,00-03,VIC,6,2456.51
642,Male,0-9,40-49,Property,Mass Customer,No,12-15,QLD,8,2724.29
643,Female,40-49,30-39,Entertainment,Mass Customer,Yes,08-11,VIC,4,2308.04
644,Male,50-59,18-29,Health,Affluent Customer,No,00-03,NSW,1,550.0
645,Male,50-59,40-49,,High Net Worth,No,08-11,VIC,10,3600.53
646,Female,0-9,40-49,Manufacturing,Affluent Customer,No,12-15,VIC,2,2533.41
647,Male,60-69,60+,Retail,Mass Customer,Yes,08-11,VIC,9,5279.19
648,Male,80-89,40-49,Financial Services,Mass Customer,Yes,08-11,QLD,7,4222.63
649,Female,20-29,40-49,Financial Services,Mass Customer,Yes,08-11,NSW,8,263.54
650,Male,80-89,40-49,Health,Mass Customer,No,12-15,NSW,7,2904.69
651,Female,70-79,40-49,Health,Affluent Customer,No,12-15,NSW,12,3473.32
652,Female,60-69,18-29,Financial Services,High Net Worth,Yes,00-03,VIC,3,2488.9
653,Male,60-69,50-59,Financial Services,Affluent Customer,Yes,16-19,NSW,4,2623.84
